MEDICAL CONCEPT LABEL,MEDICAL CONCEPT ID
medication::Transulosin,43888
medication::Tranxene::202966::C0699937,43889
medication::Tranylcypromine 10 mg::328687::C1123651,43890
medication::Tranylcypromine sulfate::91119::C0304369,43891
medication::Tranylcypromine::10734::C0040778,43892
medication::Trastuzmab,43893
medication::Trastuzumab::224905::C0728747,43894
medication::Trastuzuman inj,43895
medication::Traumeel oral,43896
medication::Traumeel top,43897
medication::Travachol,43898
medication::Travada,43899
medication::Travaprost,43900
medication::Travasol 10::801645::C0723810,43901
medication::Travasorb enteral feeding cont misc,43902
medication::Travatan::284896::C0939506,43903
medication::Travaton,43904
medication::Travopost,43905
medication::Travopost0.004,43906
medication::Travoprost::283809::C0937916,43907
medication::Travosprost,43908
medication::Trazadone,43909
medication::Trazadone 100mg at bedtime,43910
medication::Trazadone hc tab- 150 mg -as directed,43911
medication::Trazadone hcl,43912
medication::Trazadone tablet,43913
"medication::Trazadone, prempro",43914
"medication::Trazadone, seraquel",43915
"medication::Trazadone,clonazapam",43916
medication::Trazamine oral,43917
medication::Trazidone,43918
medication::Trazodone hydrochloride 100 mg::856372::C2710321,43919
medication::Trazodone hydrochloride 150 mg::856363::C2710317,43920
medication::Trazodone hydrochloride 300 mg::856368::C2710319,43921
medication::Trazodone hydrochloride 50 mg::856376::C2710323,43922
medication::Trazodone hydrochloride::82112::C0282369,43923
medication::Trazodone::10737::C0040805,43924
medication::Trazosin hcl,43925
medication::Trcrolimus,43926
medication::Treanda::741098::C1879798,43927
medication::Treimethoprim/sulfa,43928
medication::Trelstar::905054::C0112708,43929
"medication::Tremadol,proventol,cyclopenzapine",43930
medication::Trental,43931
medication::Trental 400 mg tab,43932
medication::Trental oral,43933
medication::Trental tab,43934
medication::Trental tablet,43935
medication::Treprostinil sodium::342691::C1144481,43936
medication::Treprostinil::343048::C1145760,43937
medication::Tretenoin,43938
medication::Tretin-x top,43939
medication::Tretinoin 0.0001 mg/mg topical gel [retin-a]::208334::C0709866,43940
medication::Tretinoin 0.0001 mg/mg topical gel::313450::C0980800,43941
medication::Tretinoin 0.00025 mg/mg topical gel [retin-a]::701305::C1876451,43942
medication::Tretinoin 0.00025 mg/mg topical gel::313451::C0980801,43943
medication::Tretinoin 0.0004 mg/mg topical gel [retin-a]::805370::C1169826,43944
medication::Tretinoin 0.0005 mg/mg topical gel [atralin]::749329::C1967433,43945
medication::Tretinoin 0.0005 mg/mg topical gel::245723::C0786453,43946
medication::Tretinoin 0.001 mg/mg topical gel [retin-a]::805372::C0714980,43947
medication::Tretinoin 0.2 mg/ml topical cream [renova]::846955::C1169744,43948
medication::Tretinoin 0.25 mg/ml topical cream [retin-a]::208328::C0709860,43949
medication::Tretinoin 0.25 mg/ml topical cream::106302::C0358076,43950
medication::Tretinoin 0.375 mg/ml topical cream::997641::C2920183,43951
medication::Tretinoin 0.5 mg/ml topical cream [refissa]::855687::C2710098,43952
medication::Tretinoin 0.5 mg/ml topical cream [retin-a]::208330::C0709862,43953
medication::Tretinoin 0.5 mg/ml topical cream::106303::C0358078,43954
medication::Tretinoin 1 mg/ml topical cream [retin-a]::208331::C0709863,43955
medication::Tretinoin 1 mg/ml topical cream::198300::C0690615,43956
medication::Tretinoin microsphere::221175::C0724711,43957
medication::Tretinoin topical cream::377828::C1252062,43958
medication::Tretinoin topical gel::377962::C1252199,43959
medication::Tretinoin::10753::C0040845,43960
medication::Tretinoincaps,43961
medication::Trexall::284900::C0939510,43962
medication::Treximet::794765::C2343621,43963
medication::Tri vi sol,43964
medication::Tri-biron plus,43965
medication::Tri-chlor::220388::C0723823,43966
medication::Tri-flex,43967
medication::Tri-legest fe,43968
medication::Tri-legest fe 1-20 (5)/1-30(7)/1mg-35mcg(9) tab,43969
medication::Tri-legest fe oral,43970
medication::Tri-levlen,43971
medication::Tri-levlen (28) oral,43972
medication::Tri-lo-sprintec 0.18/0.215/0.25 mg-25 mcg tab,43973
medication::Tri-lo-sprintec oral,43974
medication::Tri-luma::353031::C1170668,43975
medication::Tri-mix original 4.25 ml,43976
medication::Tri-norinyl (28) oral,43977
medication::Tri-previfem (28) 0.18 mg(7)/0.215 mg(7)/0.25 mg(7)-35 mcg tablet,43978
medication::Tri-previfem (28) oral,43979
medication::Tri-pseudaphed 2.5 mg-60 mg tab,43980
medication::Tri-sprintec,43981
medication::Tri-sprintec (28) 0.18 mg(7)/0.215 mg(7)/0.25 mg(7)-35 mcg tablet,43982
medication::Tri-sprintec (28) 0.18/0.215/0.25 mg-35 mcg(28) tab,43983
medication::Tri-sprintec (28) oral,43984
medication::Tri-sprintec oral,43985
medication::Tri-sprintec tab,43986
medication::Tri-sprintec tablet,43987
medication::Tri-sprintec(ortho tri-cyclen),43988
medication::Tri-vi-flor oral,43989
medication::Tri-vi-sol with iron::220414::C0723849,43990
medication::Tri-vi-sol::220413::C0723848,43991
medication::Triacet,43992
medication::Triacetin::10756::C0040853,43993
medication::Trialeptal,43994
medication::Triam-hctz,43995
medication::Triam-hgt,43996
medication::Triam/hctz,43997
medication::Triam/hctz 37.5mg/25mg,43998
medication::Triam/hcz,43999
medication::Triamcinolone 1 mg::317524::C1704484,44000
medication::Triamcinolone acetonide 0.00025 mg/mg topical ointment::1085633::C0690622,44001
medication::Triamcinolone acetonide 0.0005 mg/mg topical ointment::1090641::C0693523,44002
medication::Triamcinolone acetonide 0.001 mg/mg topical ointment::1085636::C0358002,44003
medication::Triamcinolone acetonide 0.005 mg/mg topical ointment::1085640::C0690626,44004
medication::Triamcinolone acetonide 0.25 mg/ml topical cream::1085644::C0690620,44005
medication::Triamcinolone acetonide 1 mg/ml topical cream::1014314::C0358003,44006
medication::Triamcinolone acetonide 10 mg/ml::1085749::C2962132,44007
medication::Triamcinolone acetonide 3 mg/ml::1085984::C2962223,44008
medication::Triamcinolone acetonide 40 mg/ml::1085753::C2962134,44009
medication::Triamcinolone acetonide 5 mg/ml topical cream::1085686::C0690625,44010
medication::Triamcinolone acetonide::10761::C0040866,44011
medication::Triamcinolone diacetate 25 mg/ml::1085665::C2962097,44012
medication::Triamcinolone diacetate 40 mg/ml::1085679::C2962098,44013
medication::Triamcinolone diacetate::10762::C0040867,44014
medication::Triamcinolone hexacetonide 20 mg/ml::1085995::C2962229,44015
medication::Triamcinolone hexacetonide::38546::C0077004,44016
medication::Triamcinolone topical cream::377831::C1252065,44017
medication::Triamcinolone topical ointment::374434::C1248516,44018
medication::Triamcinolone::10759::C0040864,44019
medication::Triamcinolong,44020
medication::Triametarine/hctz,44021
medication::Triametrene / hctz,44022
medication::Triametrene-hctz 37.5/25,44023
medication::Triaminic,44024
medication::Triaminic cold/cough oral,44025
medication::Triaminic cough::353037::C1170674,44026
medication::Triaminic oral,44027
medication::Triampterene/hctz 37.5/25mg,44028
medication::Triamterene 100 mg::316852::C0990910,44029
medication::Triamterene 37.5 mg::316853::C0990911,44030
medication::Triamterene 50 mg::316854::C0990912,44031
medication::Triamterene 75 mg::317670::C0993530,44032
medication::Triamterene::10763::C0040869,44033
medication::Triamterine,44034
medication::Triamterine/hctz,44035
medication::Triamterine/hctz 37.5-25mg,44036
medication::Triamterine/hctz 37.5/25,44037
medication::Triamterine/hctz 37.5/25mg,44038
medication::Triamterine/hctz 37.5/25mg cap,44039
medication::Triant-hc::405367::C1330573,44040
medication::Triapine,44041
medication::Triapine (gco 00-0248),44042
medication::Triapine (gco#00-0248),44043
medication::Triavil,44044
medication::Triaz::220448::C0723884,44045
medication::Triazolam 0.125 mg::316855::C0990913,44046
medication::Triazolam 0.25 mg::316856::C0990914,44047
medication::Triazolam::10767::C0040879,44048
medication::Tribenzicor,44049
medication::Tribenzor::1372732::C2938479,44050
medication::Tricare oral,44051
medication::Tricare prenatal dha one oral,44052
medication::Trichlormethiazide::10772::C0040899,44053
medication::Trichloroacetic acid::10773::C0040900,44054
medication::Tricitrates 550 mg-500 mg-334 mg/5 ml oral soln,44055
medication::Tricitrates oral,44056
medication::Triclosan::10795::C0040958,44057
medication::Trico,44058
medication::Tricof oral,44059
medication::Tricon,44060
medication::Tricon oral,44061
medication::Tricor::220456::C0723893,44062
medication::Tricorpercocet,44063
medication::Tricovir 300-150-300,44064
medication::Trictor,44065
medication::Triderm::220458::C0723895,44066
medication::Trientine 250 mg::328779::C1123759,44067
medication::Trientine::10798::C0040976,44068
medication::Triethanolamine oleate::1788982::C0873192,44069
medication::Triflex,44070
medication::Triflex vinyl exam gloves package,44071
medication::Trifluoperazine 1 mg::328789::C1123772,44072
medication::Trifluoperazine 10 mg::330530::C1126208,44073
medication::Trifluoperazine 2 mg::328790::C1123773,44074
medication::Trifluoperazine 5 mg::328791::C1123774,44075
medication::Trifluoperazine hydrochloride::91130::C0304381,44076
medication::Trifluoperazine::10800::C0040979,44077
medication::Trifluridine::10803::C0040987,44078
medication::Trigels-f forte oral,44079
medication::Triglide::583093::C1620426,44080
medication::Trihexyphenidyl hydrochloride 2 mg::905268::C2747260,44081
medication::Trihexyphenidyl hydrochloride 5 mg::905282::C2747267,44082
medication::Trihexyphenidyl hydrochloride::1115::C0003830,44083
medication::Trihexyphenidyl::10811::C0041009,44084
medication::Trihexyphenydyl,44085
medication::Trikatu,44086
medication::Trilafon,44087
medication::Trilepet,44088
medication::Trileptal::261680::C0876196,44089
medication::Trilexyphenidyl,44090
"medication::Trilifan, nph",44091
medication::Trilipix::828374::C2370546,44092
medication::Triliptal,44093
medication::Triliptal kepra,44094
medication::Trilisate::262501::C0878190,44095
medication::Trilizone,44096
medication::Trilophen,44097
medication::Trilosprintec,44098
medication::Trilostane::38668::C0077144,44099
medication::Trilyte::763604::C2242420,44100
medication::Trimacinolone 0.1% lotion,44101
medication::Trimadol,44102
medication::Trimagen,44103
medication::Trimetazidina,44104
medication::Trimetazidine::10826::C0041037,44105
medication::Trimethaphan::10828::C0041040,44106
medication::Trimethobenzamide 100 mg rectal suppository::313489::C0980848,44107
medication::Trimethobenzamide 100 mg::330524::C1126202,44108
medication::Trimethobenzamide 200 mg rectal suppository::313492::C0980851,44109
medication::Trimethobenzamide hydrochloride::57227::C0145932,44110
medication::Trimethobenzamide::38685::C0077163,44111
medication::Trimethobenzamideinj,44112
medication::Trimethoprim 1 mg/ml::328720::C1123692,44113
medication::Trimethoprim 100 mg::316864::C0990949,44114
medication::Trimethoprim 160 mg::316865::C0990950,44115
medication::Trimethoprim 200 mg::316866::C0990951,44116
medication::Trimethoprim 80 mg::317528::C0993077,44117
medication::Trimethoprim sulfate::221176::C0724713,44118
medication::Trimethoprim::10829::C0041041,44119
medication::Trimethoprin/sulfameho,44120
medication::Trimethoprm- sulfa,44121
medication::Trimethorpim/sulfa,44122
medication::Trimethorpim/sulfa 80 mg/400 mg,44123
medication::Trimetthoprim-sulfa,44124
medication::Trimipramine 100 mg::328763::C1123739,44125
medication::Trimipramine 50 mg::330525::C1126203,44126
medication::Trimmethoprim/sulfa,44127
medication::Trimo-san jelly vagl,44128
medication::Trimox::220466::C0723903,44129
medication::Trinessa,44130
medication::Trinessa (28) 0.18 mg(7)/0.215 mg(7)/0.25 mg(7)-35 mcg tablet,44131
medication::Trinessa (28) 0.18/0.215/0.25 mg-35 mcg(28) tab,44132
medication::Trinessa (28) oral,44133
medication::Trinessa oral,44134
medication::Trinessalet,44135
medication::Trinovin oral,44136
medication::Trinsicon 110 mg-0.5 mg cap,44137
medication::Trinsicon oral,44138
"medication::Tripedia (dtap) (tetanus toxoid/diphtheria toxoid/pertussis, acellular) 6.7 units-5 units-46.8 mcg/0.5 ml suspension",44139
medication::Triphasil-28 50-30 (6)/75-40(5)/125-30(10) tab,44140
medication::Triphasil-28 oral,44141
medication::Triphosphate::1487534::C0146894,44142
medication::Triphrocaps oral,44143
medication::Tripilex,44144
medication::Tripla,44145
medication::Triple amino acid complex oral,44146
medication::Triple cream top,44147
medication::Triple flex mood & joint sam-e oral,44148
medication::Triple omega,44149
medication::Triple omega 3-6-9 oral,44150
medication::Triple paste af::802675::C2356069,44151
medication::Triple paste::607154::C1659061,44152
medication::Tripleflex::1372524::C3538302,44153
medication::Triplex,44154
medication::Triplex ad,44155
medication::Triplex ad oral,44156
medication::Triplex dm oral,44157
medication::Triplier,44158
medication::Triplix,44159
medication::Triprolidine::10849::C0041098,44160
medication::Triptallin,44161
medication::Triptorelin pamoate::338529::C1137102,44162
medication::Trisemex,44163
medication::Trisenox::829877::C1096917,44164
medication::Trisnessa,44165
medication::Trisovir,44166
medication::Tritace,44167
medication::Triumeq::1546889::C3854898,44168
medication::Trivada,44169
medication::Trivisol,44170
medication::Trivisol gtts,44171
medication::Trivisol w/ fe,44172
medication::Trivisol with fe,44173
medication::Trivisol with irone,44174
medication::Trivit/fluoride oral,44175
medication::Trivitamin oral,44176
medication::Trivora,44177
medication::Trivora (28) 50-30 (6)/75-40(5)/125-30(10) tab,44178
medication::Trivora (28) 50-30 (6)/75-40(5)/125-30(10) tablet,44179
medication::Trivora (28) oral,44180
medication::Trixaicin top,44181
medication::Trizivir::284904::C0939514,44182
medication::Trizovir,44183
medication::Trizuvir,44184
medication::Trmadol,44185
medication::Trocal cough suppressant 7.5 mg lozenges,44186
medication::Troche,44187
medication::Trofuran,44188
medication::Trojan condoms,44189
medication::Trojan magnum condoms,44190
medication::Trojan naturalamb condoms,44191
medication::Trojan-enz lubricated condoms,44192
medication::Trokendi::1436240::C3666325,44193
medication::Trolamine salicylate 100 mg/ml topical cream::313518::C0980882,44194
